image,map,fixation
COCO_train2014_000000170584.jpg,COCO_train2014_000000170584.png,COCO_train2014_000000170584.bmp
COCO_train2014_000000170689.jpg,COCO_train2014_000000170689.png,COCO_train2014_000000170689.bmp
COCO_train2014_000000170754.jpg,COCO_train2014_000000170754.png,COCO_train2014_000000170754.bmp
COCO_train2014_000000170850.jpg,COCO_train2014_000000170850.png,COCO_train2014_000000170850.bmp
COCO_train2014_000000170857.jpg,COCO_train2014_000000170857.png,COCO_train2014_000000170857.bmp
COCO_train2014_000000170865.jpg,COCO_train2014_000000170865.png,COCO_train2014_000000170865.bmp
COCO_train2014_000000170917.jpg,COCO_train2014_000000170917.png,COCO_train2014_000000170917.bmp
COCO_train2014_000000170953.jpg,COCO_train2014_000000170953.png,COCO_train2014_000000170953.bmp
COCO_train2014_000000170982.jpg,COCO_train2014_000000170982.png,COCO_train2014_000000170982.bmp
COCO_train2014_000000171017.jpg,COCO_train2014_000000171017.png,COCO_train2014_000000171017.bmp
COCO_train2014_000000171139.jpg,COCO_train2014_000000171139.png,COCO_train2014_000000171139.bmp
COCO_train2014_000000171155.jpg,COCO_train2014_000000171155.png,COCO_train2014_000000171155.bmp
COCO_train2014_000000171284.jpg,COCO_train2014_000000171284.png,COCO_train2014_000000171284.bmp
COCO_train2014_000000171376.jpg,COCO_train2014_000000171376.png,COCO_train2014_000000171376.bmp
COCO_train2014_000000171422.jpg,COCO_train2014_000000171422.png,COCO_train2014_000000171422.bmp
COCO_train2014_000000171429.jpg,COCO_train2014_000000171429.png,COCO_train2014_000000171429.bmp
COCO_train2014_000000171435.jpg,COCO_train2014_000000171435.png,COCO_train2014_000000171435.bmp
COCO_train2014_000000171453.jpg,COCO_train2014_000000171453.png,COCO_train2014_000000171453.bmp
COCO_train2014_000000171472.jpg,COCO_train2014_000000171472.png,COCO_train2014_000000171472.bmp
COCO_train2014_000000171742.jpg,COCO_train2014_000000171742.png,COCO_train2014_000000171742.bmp
COCO_train2014_000000171768.jpg,COCO_train2014_000000171768.png,COCO_train2014_000000171768.bmp
COCO_train2014_000000171806.jpg,COCO_train2014_000000171806.png,COCO_train2014_000000171806.bmp
COCO_train2014_000000171940.jpg,COCO_train2014_000000171940.png,COCO_train2014_000000171940.bmp
COCO_train2014_000000172000.jpg,COCO_train2014_000000172000.png,COCO_train2014_000000172000.bmp
COCO_train2014_000000172010.jpg,COCO_train2014_000000172010.png,COCO_train2014_000000172010.bmp
COCO_train2014_000000172051.jpg,COCO_train2014_000000172051.png,COCO_train2014_000000172051.bmp
COCO_train2014_000000172056.jpg,COCO_train2014_000000172056.png,COCO_train2014_000000172056.bmp
COCO_train2014_000000172121.jpg,COCO_train2014_000000172121.png,COCO_train2014_000000172121.bmp
COCO_train2014_000000172197.jpg,COCO_train2014_000000172197.png,COCO_train2014_000000172197.bmp
COCO_train2014_000000172246.jpg,COCO_train2014_000000172246.png,COCO_train2014_000000172246.bmp
COCO_train2014_000000172310.jpg,COCO_train2014_000000172310.png,COCO_train2014_000000172310.bmp
COCO_train2014_000000172392.jpg,COCO_train2014_000000172392.png,COCO_train2014_000000172392.bmp
COCO_train2014_000000172420.jpg,COCO_train2014_000000172420.png,COCO_train2014_000000172420.bmp
COCO_train2014_000000172501.jpg,COCO_train2014_000000172501.png,COCO_train2014_000000172501.bmp
COCO_train2014_000000172507.jpg,COCO_train2014_000000172507.png,COCO_train2014_000000172507.bmp
COCO_train2014_000000172597.jpg,COCO_train2014_000000172597.png,COCO_train2014_000000172597.bmp
COCO_train2014_000000172681.jpg,COCO_train2014_000000172681.png,COCO_train2014_000000172681.bmp
COCO_train2014_000000172743.jpg,COCO_train2014_000000172743.png,COCO_train2014_000000172743.bmp
COCO_train2014_000000172778.jpg,COCO_train2014_000000172778.png,COCO_train2014_000000172778.bmp
COCO_train2014_000000172800.jpg,COCO_train2014_000000172800.png,COCO_train2014_000000172800.bmp
COCO_train2014_000000172874.jpg,COCO_train2014_000000172874.png,COCO_train2014_000000172874.bmp
COCO_train2014_000000172901.jpg,COCO_train2014_000000172901.png,COCO_train2014_000000172901.bmp
COCO_train2014_000000172987.jpg,COCO_train2014_000000172987.png,COCO_train2014_000000172987.bmp
COCO_train2014_000000173032.jpg,COCO_train2014_000000173032.png,COCO_train2014_000000173032.bmp
COCO_train2014_000000173153.jpg,COCO_train2014_000000173153.png,COCO_train2014_000000173153.bmp
COCO_train2014_000000173198.jpg,COCO_train2014_000000173198.png,COCO_train2014_000000173198.bmp
COCO_train2014_000000173231.jpg,COCO_train2014_000000173231.png,COCO_train2014_000000173231.bmp
COCO_train2014_000000173258.jpg,COCO_train2014_000000173258.png,COCO_train2014_000000173258.bmp
COCO_train2014_000000173284.jpg,COCO_train2014_000000173284.png,COCO_train2014_000000173284.bmp
COCO_train2014_000000173289.jpg,COCO_train2014_000000173289.png,COCO_train2014_000000173289.bmp
COCO_train2014_000000173324.jpg,COCO_train2014_000000173324.png,COCO_train2014_000000173324.bmp
COCO_train2014_000000173430.jpg,COCO_train2014_000000173430.png,COCO_train2014_000000173430.bmp
COCO_train2014_000000173595.jpg,COCO_train2014_000000173595.png,COCO_train2014_000000173595.bmp
COCO_train2014_000000173722.jpg,COCO_train2014_000000173722.png,COCO_train2014_000000173722.bmp
COCO_train2014_000000173777.jpg,COCO_train2014_000000173777.png,COCO_train2014_000000173777.bmp
COCO_train2014_000000173843.jpg,COCO_train2014_000000173843.png,COCO_train2014_000000173843.bmp
COCO_train2014_000000173864.jpg,COCO_train2014_000000173864.png,COCO_train2014_000000173864.bmp
COCO_train2014_000000173893.jpg,COCO_train2014_000000173893.png,COCO_train2014_000000173893.bmp
COCO_train2014_000000174012.jpg,COCO_train2014_000000174012.png,COCO_train2014_000000174012.bmp
COCO_train2014_000000174026.jpg,COCO_train2014_000000174026.png,COCO_train2014_000000174026.bmp
COCO_train2014_000000174098.jpg,COCO_train2014_000000174098.png,COCO_train2014_000000174098.bmp
COCO_train2014_000000174137.jpg,COCO_train2014_000000174137.png,COCO_train2014_000000174137.bmp
COCO_train2014_000000174157.jpg,COCO_train2014_000000174157.png,COCO_train2014_000000174157.bmp
COCO_train2014_000000174303.jpg,COCO_train2014_000000174303.png,COCO_train2014_000000174303.bmp
COCO_train2014_000000174527.jpg,COCO_train2014_000000174527.png,COCO_train2014_000000174527.bmp
COCO_train2014_000000174573.jpg,COCO_train2014_000000174573.png,COCO_train2014_000000174573.bmp
COCO_train2014_000000174701.jpg,COCO_train2014_000000174701.png,COCO_train2014_000000174701.bmp
COCO_train2014_000000174738.jpg,COCO_train2014_000000174738.png,COCO_train2014_000000174738.bmp
COCO_train2014_000000174751.jpg,COCO_train2014_000000174751.png,COCO_train2014_000000174751.bmp
COCO_train2014_000000174773.jpg,COCO_train2014_000000174773.png,COCO_train2014_000000174773.bmp
COCO_train2014_000000174794.jpg,COCO_train2014_000000174794.png,COCO_train2014_000000174794.bmp
COCO_train2014_000000174876.jpg,COCO_train2014_000000174876.png,COCO_train2014_000000174876.bmp
COCO_train2014_000000174896.jpg,COCO_train2014_000000174896.png,COCO_train2014_000000174896.bmp
COCO_train2014_000000175020.jpg,COCO_train2014_000000175020.png,COCO_train2014_000000175020.bmp
COCO_train2014_000000175112.jpg,COCO_train2014_000000175112.png,COCO_train2014_000000175112.bmp
COCO_train2014_000000175162.jpg,COCO_train2014_000000175162.png,COCO_train2014_000000175162.bmp
COCO_train2014_000000175195.jpg,COCO_train2014_000000175195.png,COCO_train2014_000000175195.bmp
COCO_train2014_000000175238.jpg,COCO_train2014_000000175238.png,COCO_train2014_000000175238.bmp
COCO_train2014_000000175288.jpg,COCO_train2014_000000175288.png,COCO_train2014_000000175288.bmp
COCO_train2014_000000175359.jpg,COCO_train2014_000000175359.png,COCO_train2014_000000175359.bmp
COCO_train2014_000000175383.jpg,COCO_train2014_000000175383.png,COCO_train2014_000000175383.bmp
COCO_train2014_000000175421.jpg,COCO_train2014_000000175421.png,COCO_train2014_000000175421.bmp
COCO_train2014_000000175451.jpg,COCO_train2014_000000175451.png,COCO_train2014_000000175451.bmp
COCO_train2014_000000175459.jpg,COCO_train2014_000000175459.png,COCO_train2014_000000175459.bmp
COCO_train2014_000000175477.jpg,COCO_train2014_000000175477.png,COCO_train2014_000000175477.bmp
COCO_train2014_000000175500.jpg,COCO_train2014_000000175500.png,COCO_train2014_000000175500.bmp
COCO_train2014_000000175523.jpg,COCO_train2014_000000175523.png,COCO_train2014_000000175523.bmp
COCO_train2014_000000175536.jpg,COCO_train2014_000000175536.png,COCO_train2014_000000175536.bmp
COCO_train2014_000000175606.jpg,COCO_train2014_000000175606.png,COCO_train2014_000000175606.bmp
COCO_train2014_000000175693.jpg,COCO_train2014_000000175693.png,COCO_train2014_000000175693.bmp
COCO_train2014_000000175703.jpg,COCO_train2014_000000175703.png,COCO_train2014_000000175703.bmp
COCO_train2014_000000175889.jpg,COCO_train2014_000000175889.png,COCO_train2014_000000175889.bmp
COCO_train2014_000000175912.jpg,COCO_train2014_000000175912.png,COCO_train2014_000000175912.bmp
COCO_train2014_000000175952.jpg,COCO_train2014_000000175952.png,COCO_train2014_000000175952.bmp
COCO_train2014_000000176029.jpg,COCO_train2014_000000176029.png,COCO_train2014_000000176029.bmp
COCO_train2014_000000176085.jpg,COCO_train2014_000000176085.png,COCO_train2014_000000176085.bmp
COCO_train2014_000000176087.jpg,COCO_train2014_000000176087.png,COCO_train2014_000000176087.bmp
COCO_train2014_000000176090.jpg,COCO_train2014_000000176090.png,COCO_train2014_000000176090.bmp
COCO_train2014_000000176148.jpg,COCO_train2014_000000176148.png,COCO_train2014_000000176148.bmp
COCO_train2014_000000176194.jpg,COCO_train2014_000000176194.png,COCO_train2014_000000176194.bmp
COCO_train2014_000000176265.jpg,COCO_train2014_000000176265.png,COCO_train2014_000000176265.bmp
COCO_train2014_000000176285.jpg,COCO_train2014_000000176285.png,COCO_train2014_000000176285.bmp
COCO_train2014_000000176536.jpg,COCO_train2014_000000176536.png,COCO_train2014_000000176536.bmp
COCO_train2014_000000176587.jpg,COCO_train2014_000000176587.png,COCO_train2014_000000176587.bmp
COCO_train2014_000000176726.jpg,COCO_train2014_000000176726.png,COCO_train2014_000000176726.bmp
COCO_train2014_000000176765.jpg,COCO_train2014_000000176765.png,COCO_train2014_000000176765.bmp
COCO_train2014_000000176923.jpg,COCO_train2014_000000176923.png,COCO_train2014_000000176923.bmp
COCO_train2014_000000176945.jpg,COCO_train2014_000000176945.png,COCO_train2014_000000176945.bmp
COCO_train2014_000000177060.jpg,COCO_train2014_000000177060.png,COCO_train2014_000000177060.bmp
COCO_train2014_000000177193.jpg,COCO_train2014_000000177193.png,COCO_train2014_000000177193.bmp
COCO_train2014_000000177253.jpg,COCO_train2014_000000177253.png,COCO_train2014_000000177253.bmp
COCO_train2014_000000177277.jpg,COCO_train2014_000000177277.png,COCO_train2014_000000177277.bmp
COCO_train2014_000000177289.jpg,COCO_train2014_000000177289.png,COCO_train2014_000000177289.bmp
COCO_train2014_000000177349.jpg,COCO_train2014_000000177349.png,COCO_train2014_000000177349.bmp
COCO_train2014_000000177355.jpg,COCO_train2014_000000177355.png,COCO_train2014_000000177355.bmp
COCO_train2014_000000177381.jpg,COCO_train2014_000000177381.png,COCO_train2014_000000177381.bmp
COCO_train2014_000000177404.jpg,COCO_train2014_000000177404.png,COCO_train2014_000000177404.bmp
COCO_train2014_000000177413.jpg,COCO_train2014_000000177413.png,COCO_train2014_000000177413.bmp
COCO_train2014_000000177571.jpg,COCO_train2014_000000177571.png,COCO_train2014_000000177571.bmp
COCO_train2014_000000177625.jpg,COCO_train2014_000000177625.png,COCO_train2014_000000177625.bmp
COCO_train2014_000000177658.jpg,COCO_train2014_000000177658.png,COCO_train2014_000000177658.bmp
COCO_train2014_000000177748.jpg,COCO_train2014_000000177748.png,COCO_train2014_000000177748.bmp
COCO_train2014_000000177775.jpg,COCO_train2014_000000177775.png,COCO_train2014_000000177775.bmp
COCO_train2014_000000177818.jpg,COCO_train2014_000000177818.png,COCO_train2014_000000177818.bmp
COCO_train2014_000000177829.jpg,COCO_train2014_000000177829.png,COCO_train2014_000000177829.bmp
COCO_train2014_000000177832.jpg,COCO_train2014_000000177832.png,COCO_train2014_000000177832.bmp
COCO_train2014_000000177922.jpg,COCO_train2014_000000177922.png,COCO_train2014_000000177922.bmp
COCO_train2014_000000177974.jpg,COCO_train2014_000000177974.png,COCO_train2014_000000177974.bmp
COCO_train2014_000000177998.jpg,COCO_train2014_000000177998.png,COCO_train2014_000000177998.bmp
COCO_train2014_000000178081.jpg,COCO_train2014_000000178081.png,COCO_train2014_000000178081.bmp
COCO_train2014_000000178152.jpg,COCO_train2014_000000178152.png,COCO_train2014_000000178152.bmp
COCO_train2014_000000178178.jpg,COCO_train2014_000000178178.png,COCO_train2014_000000178178.bmp
COCO_train2014_000000178192.jpg,COCO_train2014_000000178192.png,COCO_train2014_000000178192.bmp
COCO_train2014_000000178242.jpg,COCO_train2014_000000178242.png,COCO_train2014_000000178242.bmp
COCO_train2014_000000178285.jpg,COCO_train2014_000000178285.png,COCO_train2014_000000178285.bmp
COCO_train2014_000000178376.jpg,COCO_train2014_000000178376.png,COCO_train2014_000000178376.bmp
COCO_train2014_000000178418.jpg,COCO_train2014_000000178418.png,COCO_train2014_000000178418.bmp
COCO_train2014_000000178484.jpg,COCO_train2014_000000178484.png,COCO_train2014_000000178484.bmp
COCO_train2014_000000178526.jpg,COCO_train2014_000000178526.png,COCO_train2014_000000178526.bmp
COCO_train2014_000000178647.jpg,COCO_train2014_000000178647.png,COCO_train2014_000000178647.bmp
COCO_train2014_000000178751.jpg,COCO_train2014_000000178751.png,COCO_train2014_000000178751.bmp
COCO_train2014_000000178754.jpg,COCO_train2014_000000178754.png,COCO_train2014_000000178754.bmp
COCO_train2014_000000178771.jpg,COCO_train2014_000000178771.png,COCO_train2014_000000178771.bmp
COCO_train2014_000000178785.jpg,COCO_train2014_000000178785.png,COCO_train2014_000000178785.bmp
COCO_train2014_000000178793.jpg,COCO_train2014_000000178793.png,COCO_train2014_000000178793.bmp
COCO_train2014_000000178798.jpg,COCO_train2014_000000178798.png,COCO_train2014_000000178798.bmp
COCO_train2014_000000178871.jpg,COCO_train2014_000000178871.png,COCO_train2014_000000178871.bmp
COCO_train2014_000000178962.jpg,COCO_train2014_000000178962.png,COCO_train2014_000000178962.bmp
COCO_train2014_000000179039.jpg,COCO_train2014_000000179039.png,COCO_train2014_000000179039.bmp
COCO_train2014_000000179088.jpg,COCO_train2014_000000179088.png,COCO_train2014_000000179088.bmp
COCO_train2014_000000179122.jpg,COCO_train2014_000000179122.png,COCO_train2014_000000179122.bmp
COCO_train2014_000000179153.jpg,COCO_train2014_000000179153.png,COCO_train2014_000000179153.bmp
COCO_train2014_000000179164.jpg,COCO_train2014_000000179164.png,COCO_train2014_000000179164.bmp
COCO_train2014_000000179201.jpg,COCO_train2014_000000179201.png,COCO_train2014_000000179201.bmp
COCO_train2014_000000179242.jpg,COCO_train2014_000000179242.png,COCO_train2014_000000179242.bmp
COCO_train2014_000000179408.jpg,COCO_train2014_000000179408.png,COCO_train2014_000000179408.bmp
COCO_train2014_000000179545.jpg,COCO_train2014_000000179545.png,COCO_train2014_000000179545.bmp
COCO_train2014_000000179551.jpg,COCO_train2014_000000179551.png,COCO_train2014_000000179551.bmp
COCO_train2014_000000179603.jpg,COCO_train2014_000000179603.png,COCO_train2014_000000179603.bmp
COCO_train2014_000000179672.jpg,COCO_train2014_000000179672.png,COCO_train2014_000000179672.bmp
COCO_train2014_000000179770.jpg,COCO_train2014_000000179770.png,COCO_train2014_000000179770.bmp
COCO_train2014_000000179805.jpg,COCO_train2014_000000179805.png,COCO_train2014_000000179805.bmp
COCO_train2014_000000179906.jpg,COCO_train2014_000000179906.png,COCO_train2014_000000179906.bmp
COCO_train2014_000000179932.jpg,COCO_train2014_000000179932.png,COCO_train2014_000000179932.bmp
COCO_train2014_000000180047.jpg,COCO_train2014_000000180047.png,COCO_train2014_000000180047.bmp
COCO_train2014_000000180067.jpg,COCO_train2014_000000180067.png,COCO_train2014_000000180067.bmp
COCO_train2014_000000180085.jpg,COCO_train2014_000000180085.png,COCO_train2014_000000180085.bmp
COCO_train2014_000000180099.jpg,COCO_train2014_000000180099.png,COCO_train2014_000000180099.bmp
COCO_train2014_000000180123.jpg,COCO_train2014_000000180123.png,COCO_train2014_000000180123.bmp
COCO_train2014_000000180169.jpg,COCO_train2014_000000180169.png,COCO_train2014_000000180169.bmp
COCO_train2014_000000180285.jpg,COCO_train2014_000000180285.png,COCO_train2014_000000180285.bmp
COCO_train2014_000000180315.jpg,COCO_train2014_000000180315.png,COCO_train2014_000000180315.bmp
COCO_train2014_000000180327.jpg,COCO_train2014_000000180327.png,COCO_train2014_000000180327.bmp
COCO_train2014_000000180341.jpg,COCO_train2014_000000180341.png,COCO_train2014_000000180341.bmp
COCO_train2014_000000180350.jpg,COCO_train2014_000000180350.png,COCO_train2014_000000180350.bmp
COCO_train2014_000000180386.jpg,COCO_train2014_000000180386.png,COCO_train2014_000000180386.bmp
COCO_train2014_000000180494.jpg,COCO_train2014_000000180494.png,COCO_train2014_000000180494.bmp
COCO_train2014_000000180549.jpg,COCO_train2014_000000180549.png,COCO_train2014_000000180549.bmp
COCO_train2014_000000180569.jpg,COCO_train2014_000000180569.png,COCO_train2014_000000180569.bmp
COCO_train2014_000000180578.jpg,COCO_train2014_000000180578.png,COCO_train2014_000000180578.bmp
COCO_train2014_000000180670.jpg,COCO_train2014_000000180670.png,COCO_train2014_000000180670.bmp
COCO_train2014_000000180720.jpg,COCO_train2014_000000180720.png,COCO_train2014_000000180720.bmp
COCO_train2014_000000180765.jpg,COCO_train2014_000000180765.png,COCO_train2014_000000180765.bmp
COCO_train2014_000000180799.jpg,COCO_train2014_000000180799.png,COCO_train2014_000000180799.bmp
COCO_train2014_000000181009.jpg,COCO_train2014_000000181009.png,COCO_train2014_000000181009.bmp
COCO_train2014_000000181053.jpg,COCO_train2014_000000181053.png,COCO_train2014_000000181053.bmp
COCO_train2014_000000181061.jpg,COCO_train2014_000000181061.png,COCO_train2014_000000181061.bmp
COCO_train2014_000000181064.jpg,COCO_train2014_000000181064.png,COCO_train2014_000000181064.bmp
COCO_train2014_000000181122.jpg,COCO_train2014_000000181122.png,COCO_train2014_000000181122.bmp
COCO_train2014_000000181155.jpg,COCO_train2014_000000181155.png,COCO_train2014_000000181155.bmp
COCO_train2014_000000181176.jpg,COCO_train2014_000000181176.png,COCO_train2014_000000181176.bmp
COCO_train2014_000000181208.jpg,COCO_train2014_000000181208.png,COCO_train2014_000000181208.bmp
COCO_train2014_000000181216.jpg,COCO_train2014_000000181216.png,COCO_train2014_000000181216.bmp
COCO_train2014_000000181223.jpg,COCO_train2014_000000181223.png,COCO_train2014_000000181223.bmp
COCO_train2014_000000181348.jpg,COCO_train2014_000000181348.png,COCO_train2014_000000181348.bmp
COCO_train2014_000000181351.jpg,COCO_train2014_000000181351.png,COCO_train2014_000000181351.bmp
COCO_train2014_000000181367.jpg,COCO_train2014_000000181367.png,COCO_train2014_000000181367.bmp
COCO_train2014_000000181436.jpg,COCO_train2014_000000181436.png,COCO_train2014_000000181436.bmp
COCO_train2014_000000181453.jpg,COCO_train2014_000000181453.png,COCO_train2014_000000181453.bmp
COCO_train2014_000000181631.jpg,COCO_train2014_000000181631.png,COCO_train2014_000000181631.bmp
COCO_train2014_000000181649.jpg,COCO_train2014_000000181649.png,COCO_train2014_000000181649.bmp
COCO_train2014_000000181850.jpg,COCO_train2014_000000181850.png,COCO_train2014_000000181850.bmp
COCO_train2014_000000181885.jpg,COCO_train2014_000000181885.png,COCO_train2014_000000181885.bmp
COCO_train2014_000000181906.jpg,COCO_train2014_000000181906.png,COCO_train2014_000000181906.bmp
COCO_train2014_000000181909.jpg,COCO_train2014_000000181909.png,COCO_train2014_000000181909.bmp
COCO_train2014_000000181949.jpg,COCO_train2014_000000181949.png,COCO_train2014_000000181949.bmp
COCO_train2014_000000182020.jpg,COCO_train2014_000000182020.png,COCO_train2014_000000182020.bmp
COCO_train2014_000000182064.jpg,COCO_train2014_000000182064.png,COCO_train2014_000000182064.bmp
COCO_train2014_000000182096.jpg,COCO_train2014_000000182096.png,COCO_train2014_000000182096.bmp
COCO_train2014_000000182112.jpg,COCO_train2014_000000182112.png,COCO_train2014_000000182112.bmp
COCO_train2014_000000182258.jpg,COCO_train2014_000000182258.png,COCO_train2014_000000182258.bmp
COCO_train2014_000000182373.jpg,COCO_train2014_000000182373.png,COCO_train2014_000000182373.bmp
COCO_train2014_000000182379.jpg,COCO_train2014_000000182379.png,COCO_train2014_000000182379.bmp
COCO_train2014_000000182384.jpg,COCO_train2014_000000182384.png,COCO_train2014_000000182384.bmp
COCO_train2014_000000182406.jpg,COCO_train2014_000000182406.png,COCO_train2014_000000182406.bmp
COCO_train2014_000000182496.jpg,COCO_train2014_000000182496.png,COCO_train2014_000000182496.bmp
COCO_train2014_000000182502.jpg,COCO_train2014_000000182502.png,COCO_train2014_000000182502.bmp
COCO_train2014_000000182505.jpg,COCO_train2014_000000182505.png,COCO_train2014_000000182505.bmp
COCO_train2014_000000182593.jpg,COCO_train2014_000000182593.png,COCO_train2014_000000182593.bmp
COCO_train2014_000000182634.jpg,COCO_train2014_000000182634.png,COCO_train2014_000000182634.bmp
COCO_train2014_000000182673.jpg,COCO_train2014_000000182673.png,COCO_train2014_000000182673.bmp
COCO_train2014_000000182710.jpg,COCO_train2014_000000182710.png,COCO_train2014_000000182710.bmp
COCO_train2014_000000182758.jpg,COCO_train2014_000000182758.png,COCO_train2014_000000182758.bmp
COCO_train2014_000000182902.jpg,COCO_train2014_000000182902.png,COCO_train2014_000000182902.bmp
COCO_train2014_000000182960.jpg,COCO_train2014_000000182960.png,COCO_train2014_000000182960.bmp
COCO_train2014_000000182967.jpg,COCO_train2014_000000182967.png,COCO_train2014_000000182967.bmp
COCO_train2014_000000183202.jpg,COCO_train2014_000000183202.png,COCO_train2014_000000183202.bmp
COCO_train2014_000000183212.jpg,COCO_train2014_000000183212.png,COCO_train2014_000000183212.bmp
COCO_train2014_000000183219.jpg,COCO_train2014_000000183219.png,COCO_train2014_000000183219.bmp
COCO_train2014_000000183233.jpg,COCO_train2014_000000183233.png,COCO_train2014_000000183233.bmp
COCO_train2014_000000183240.jpg,COCO_train2014_000000183240.png,COCO_train2014_000000183240.bmp
COCO_train2014_000000183247.jpg,COCO_train2014_000000183247.png,COCO_train2014_000000183247.bmp
COCO_train2014_000000183260.jpg,COCO_train2014_000000183260.png,COCO_train2014_000000183260.bmp
COCO_train2014_000000183327.jpg,COCO_train2014_000000183327.png,COCO_train2014_000000183327.bmp
COCO_train2014_000000183372.jpg,COCO_train2014_000000183372.png,COCO_train2014_000000183372.bmp
COCO_train2014_000000183412.jpg,COCO_train2014_000000183412.png,COCO_train2014_000000183412.bmp
COCO_train2014_000000183517.jpg,COCO_train2014_000000183517.png,COCO_train2014_000000183517.bmp
COCO_train2014_000000183539.jpg,COCO_train2014_000000183539.png,COCO_train2014_000000183539.bmp
COCO_train2014_000000183554.jpg,COCO_train2014_000000183554.png,COCO_train2014_000000183554.bmp
COCO_train2014_000000183597.jpg,COCO_train2014_000000183597.png,COCO_train2014_000000183597.bmp
COCO_train2014_000000183805.jpg,COCO_train2014_000000183805.png,COCO_train2014_000000183805.bmp
COCO_train2014_000000183957.jpg,COCO_train2014_000000183957.png,COCO_train2014_000000183957.bmp
COCO_train2014_000000183964.jpg,COCO_train2014_000000183964.png,COCO_train2014_000000183964.bmp
COCO_train2014_000000183972.jpg,COCO_train2014_000000183972.png,COCO_train2014_000000183972.bmp
COCO_train2014_000000183982.jpg,COCO_train2014_000000183982.png,COCO_train2014_000000183982.bmp
COCO_train2014_000000184101.jpg,COCO_train2014_000000184101.png,COCO_train2014_000000184101.bmp
COCO_train2014_000000184106.jpg,COCO_train2014_000000184106.png,COCO_train2014_000000184106.bmp
COCO_train2014_000000184116.jpg,COCO_train2014_000000184116.png,COCO_train2014_000000184116.bmp
COCO_train2014_000000184123.jpg,COCO_train2014_000000184123.png,COCO_train2014_000000184123.bmp
COCO_train2014_000000184209.jpg,COCO_train2014_000000184209.png,COCO_train2014_000000184209.bmp
COCO_train2014_000000184389.jpg,COCO_train2014_000000184389.png,COCO_train2014_000000184389.bmp
COCO_train2014_000000184397.jpg,COCO_train2014_000000184397.png,COCO_train2014_000000184397.bmp
COCO_train2014_000000184477.jpg,COCO_train2014_000000184477.png,COCO_train2014_000000184477.bmp
COCO_train2014_000000184490.jpg,COCO_train2014_000000184490.png,COCO_train2014_000000184490.bmp
COCO_train2014_000000184523.jpg,COCO_train2014_000000184523.png,COCO_train2014_000000184523.bmp
COCO_train2014_000000184610.jpg,COCO_train2014_000000184610.png,COCO_train2014_000000184610.bmp
COCO_train2014_000000184684.jpg,COCO_train2014_000000184684.png,COCO_train2014_000000184684.bmp
COCO_train2014_000000184705.jpg,COCO_train2014_000000184705.png,COCO_train2014_000000184705.bmp
COCO_train2014_000000184800.jpg,COCO_train2014_000000184800.png,COCO_train2014_000000184800.bmp
COCO_train2014_000000184828.jpg,COCO_train2014_000000184828.png,COCO_train2014_000000184828.bmp
COCO_train2014_000000184835.jpg,COCO_train2014_000000184835.png,COCO_train2014_000000184835.bmp
COCO_train2014_000000184877.jpg,COCO_train2014_000000184877.png,COCO_train2014_000000184877.bmp
COCO_train2014_000000184879.jpg,COCO_train2014_000000184879.png,COCO_train2014_000000184879.bmp
COCO_train2014_000000184930.jpg,COCO_train2014_000000184930.png,COCO_train2014_000000184930.bmp
COCO_train2014_000000184999.jpg,COCO_train2014_000000184999.png,COCO_train2014_000000184999.bmp
COCO_train2014_000000185004.jpg,COCO_train2014_000000185004.png,COCO_train2014_000000185004.bmp
COCO_train2014_000000185051.jpg,COCO_train2014_000000185051.png,COCO_train2014_000000185051.bmp
COCO_train2014_000000185097.jpg,COCO_train2014_000000185097.png,COCO_train2014_000000185097.bmp
COCO_train2014_000000185108.jpg,COCO_train2014_000000185108.png,COCO_train2014_000000185108.bmp
COCO_train2014_000000185158.jpg,COCO_train2014_000000185158.png,COCO_train2014_000000185158.bmp
COCO_train2014_000000185247.jpg,COCO_train2014_000000185247.png,COCO_train2014_000000185247.bmp
COCO_train2014_000000185258.jpg,COCO_train2014_000000185258.png,COCO_train2014_000000185258.bmp
COCO_train2014_000000185265.jpg,COCO_train2014_000000185265.png,COCO_train2014_000000185265.bmp
COCO_train2014_000000185281.jpg,COCO_train2014_000000185281.png,COCO_train2014_000000185281.bmp
COCO_train2014_000000185368.jpg,COCO_train2014_000000185368.png,COCO_train2014_000000185368.bmp
COCO_train2014_000000185394.jpg,COCO_train2014_000000185394.png,COCO_train2014_000000185394.bmp
COCO_train2014_000000185514.jpg,COCO_train2014_000000185514.png,COCO_train2014_000000185514.bmp
COCO_train2014_000000185577.jpg,COCO_train2014_000000185577.png,COCO_train2014_000000185577.bmp
COCO_train2014_000000185591.jpg,COCO_train2014_000000185591.png,COCO_train2014_000000185591.bmp
COCO_train2014_000000185760.jpg,COCO_train2014_000000185760.png,COCO_train2014_000000185760.bmp
COCO_train2014_000000185818.jpg,COCO_train2014_000000185818.png,COCO_train2014_000000185818.bmp
COCO_train2014_000000185830.jpg,COCO_train2014_000000185830.png,COCO_train2014_000000185830.bmp
COCO_train2014_000000185844.jpg,COCO_train2014_000000185844.png,COCO_train2014_000000185844.bmp
COCO_train2014_000000185906.jpg,COCO_train2014_000000185906.png,COCO_train2014_000000185906.bmp
COCO_train2014_000000185991.jpg,COCO_train2014_000000185991.png,COCO_train2014_000000185991.bmp
